"name","screen_name","text","polarity","subjectivity","label"
"rahila khan","rahila_khan12","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Rajiv Tyagi","rajiv_tyagi1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"raj sinha","raj_sinha1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Pradham Raj","Veerisonline","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Dilli","naz_khan4","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"paras gupta","paras_gupta1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Rabbani","rabbani_sir","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"masroor","masroor49091710","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rahi","rahi_masoom1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"pallavi jain","pallavi_jain2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"pawan singh","pawan_singh3","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"nazneen","nazneen_khan2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"nelam singh","nelam_singh","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Najeeb","najeeb_jang","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"pooja singh","pooja_singh3","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Muskan","muskan_jain1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rabiya khatoon","rabiya_khatoon1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"pitbull","pitbull_yadav","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Nizamuddin Khan","nizamuddin_3","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Naz Khan","naz_khan2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"manoj singh","manoj_singh5","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"mantri yadav","imMandeep_Singh","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"mohit yadav","mohit_yadav12","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"manisha singh","manisha_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Komal Singh","komal_yadav1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"manohar","manohar_gupta1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"monu singh","monu_singh4","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"kamran malik","kamran_malik4","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"huma javed","huma_javed1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"kanika dev","kanika_dev1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"jeet kumar","jeet_kumar1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"jolly","jolly_llb3","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Kalam Malik","kalam_malik1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"janu khan","janu_khan2","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Jacob Sinzer","Jacob_Sinzer","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"janvee gupta","janvee_gupta","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Kamla Singh","kamla_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"husna nadeem","husna_nadeem1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Imran Khan","imran_1khan","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Pawa Harinder","PawaPanjab","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"charan singh","charan_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Arzo","arzo_khan1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"diwan singh","diwan_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Abhishek Patra","Patra_Ab","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"bulle shah","bulle_shah1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"arman","arman_khan69","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"badal singh","badal_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"balram singh","balram_singh1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"BaBa","babaisright","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"rohit kumar","1rohit_kumar","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Aman","aman_singh8","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Ragini singh","1raginisingh","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Ranu","ranu_gupta1","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Yash Agarwal","YashJourno_","RT @rupasubramanya: Interesting perspective from incoming @NITIAayog VC on need for indigenous development model &amp;shunning imported ones ht…","0.50","0.50","POSITIVE"
"Prateek Shukla","ipratikshukla","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Prateek Shukla","ipratikshukla","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"WeAreDhanbad","WeAreDhanbad","RT @Aswinipanda_: @WeAreDhanbad @DainikBhaskar @NITIAayog @nitin_gadkari  Where there are hospitals no obstruction should be there to reach…","0.00","0.00","NEGATIVE"
"shashanksrivastava","imshashank91221","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Jalaram","JalaramEXIM","@RajivKumar1 @NITIAayog Well said sir","0.00","0.00","NEGATIVE"
"Dr. Sanjay Prakash S","DrSanjayPSahoo","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Chetan N Patel","cnpatel22","RT @RajivKumar1: Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further…","0.00","0.00","NEGATIVE"
"Rajiv Kumar","RajivKumar1","Structural reforms by Govt are generating inflection point for India to achieve growth trajectory @NITIAayog will further contribute to this","0.00","0.50","NEGATIVE"
"Choti_puri","GolPuri","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"RR","RichieRego","Why was .@APanagariya disillusioned with the present dispensation which appointed him to #NitiAayog","0.00","0.00","NEGATIVE"
"Prasanna Viswanathan","prasannavishy","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Dr. Sanjay Prakash S","DrSanjayPSahoo","RT @RajivKumar1: With India's simultaneous triple transition— social, political &amp; economic— well on course, our country will be a global ex…","0.01","0.06","POSITIVE"
"Dr. Sanjay Prakash S","DrSanjayPSahoo","@RajivKumar1 @NITIAayog @PMOIndia Congrats on your appointment 🙏 humbled by your exposure eloquence and Quintessential contributions","0.00","0.00","NEGATIVE"
"MAULIK","MaulikChauhan33","RT @AshaLamba: @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_NICSI @RajGovOf…","0.00","0.00","NEGATIVE"
"Dr. Sanjay Prakash S","DrSanjayPSahoo","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Chavi Hemanth","chavi_hemanth","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Achal","AchalHP","RT @Kun_Srivastav: @AchalHP @mc2_maven @arvindpawan1 @greenwonk @apoorv_bh89 @SivakumarGirish @JigarShahDC @PiyushGoyal @NITIAayog Under UD…","0.00","0.00","NEGATIVE"
"Manoj Herkar","mgherkar","RT @akashbanerjee: Dear Bhakt Jano,
Look what this Sarkar is doing!😨
BOTH people heading #NitiAayog from elitist @CafeSSC😤
@amitabhk87 from…","0.00","0.00","NEGATIVE"
"Kundan Srivastav","Kun_Srivastav","@AchalHP @mc2_maven @arvindpawan1 @greenwonk @apoorv_bh89 @SivakumarGirish @JigarShahDC @PiyushGoyal @NITIAayog Und… https://t.co/PhV7ZWECsF","0.00","0.00","NEGATIVE"
"Saloni Kapoor","iamsalonikapoor","RT @Devansh_IAS: https://t.co/mTBtO7ATcV
Proud day for all AIIMSonians.!! Still fondly remember the days when he took our classes. #AIIMS #…","1.00","1.00","POSITIVE"
"Achal","AchalHP","RT @Kun_Srivastav: @AchalHP @mc2_maven @arvindpawan1 @greenwonk @apoorv_bh89 @SivakumarGirish @JigarShahDC @PiyushGoyal @NITIAayog I asked…","0.00","0.00","NEGATIVE"
"Amal Chandra. C","Tweet_AC1999","Congratulations to the valiant economist Dr. @RajivKumar1  for being appointed as the vice-chairman of the govt. think tank @NITIAayog","0.00","0.00","NEGATIVE"
"Kundan Srivastav","Kun_Srivastav","@AchalHP @mc2_maven @arvindpawan1 @greenwonk @apoorv_bh89 @SivakumarGirish @JigarShahDC @PiyushGoyal @NITIAayog I a… https://t.co/kLFAi4sIEJ","0.00","0.00","NEGATIVE"
"News In Tweets","NewsInTweetsIn","EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog https://t.co/7gypflRynz https://t.co/kuTrAbZSyv","0.14","0.45","POSITIVE"
"Vikram Sai","iamsaivikram","RT @EconomicTimes: In Pics | Dr. @RajivKumar1 will be the new vice chairman of #NitiAayog
https://t.co/EQSjlKTwzX","0.14","0.45","POSITIVE"
"Udayan Bose","boseudayan","@freakindia @ficci_india @RajivKumar1 @NITIAayog Mitra has lost out of everywhere. Cut very low opinion with Jaitle… https://t.co/KZKcI2VKyG","0.00","0.39","NEGATIVE"
"Prof.Brijendra Singh","DrBsingh123","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"john vimalan விமலன்","johnsvuk","@amitabhk87 @IndiaToday And anti people and anti privacy and pro dictorial. Are you working for india in @NITIAayog or a stooge for Modi?","0.00","0.00","NEGATIVE"
